Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results,Violations,Latitude,Longitude,Location
2079079,HAROLDS CHICKEN WEST LOOP 47,HAROLDS CHICKEN WEST LOOP 47,2543388,Restaurant,Risk 2 (Medium),1505 W MADISON ST ,CHICAGO,IL,60607,8/25/2017,License Re-Inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: REACH-IN COOLER NOW ON SITE, VIOLATION NOW CORRECTED AND ABATED, | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: EXPOSED HAND SINK NOW INSTALLED, VIOLATION NOW CORRECTED AND ABATED, | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED ",41.88137238,-87.66466304,"(41.8813723771897, -87.66466303702968)"
2079076,THE ART OF CHICKEN,THE ART OF CHICKEN,2202818,Restaurant,Risk 1 (High),2041 N WESTERN AVE ,CHICAGO,IL,60647,8/25/2017,Complaint,No Entry,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED GREASE ACCUMULATION UNDER AROUND AND BEHIND COOKING EQUIPMENT. MUST CLEAN AND MAINTAIN. 
 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: MUST PROVIDE,MAINTAIN VISIBLE THERMOMETERS INSIDE THE REFRIGERATION UNITS.",41.91874172,-87.68730089,"(41.918741718038916, -87.68730089444456)"
2079084,PHO 777 RESTAURANT,PHO 777 RESTAURANT,1473214,Restaurant,Risk 1 (High),1063-1065 W ARGYLE ST ,CHICAGO,IL,60640,8/25/2017,Canvass,Fail,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: EVIDENCE OF LIVE ROACH INFESTATION ON SITE. IN THE KITCHEN: OVER 15 LIVE ROACHES UNDER THE WOK EQUIPMENT BETWEEN THE BOTTOM OF THE EQUIPMENT AND METAL LEGS,4 ROACHES ON WALL BEHIND THREE COMPARTMENT SINK(IN THE KITCHEN),1 ON METAL SHELF WERE CLEAN DISHES,CUPS ARE STORED;1 ROACH CRAWLING ON FLOOR BY THE  PREP COOLER, 5 ROACHES UNDER OVEN, 6 AT REAR LEG OF THE FLAT GRILL, ALSO SEVERAL LIVE ROACHES CRAWLING BETWEEN OPENINGS  AT SAID EQUIPMENT. THREE ROACHES AT EXPOSED HAND SINK INSIDE THE BOWL, AND UNDER THE ALUMINUM FOIL. ROACHES COMING OUT FROM OPENED WALL PANELS AT PREP AREA/DISH ROOM,FROM BEHIND PAPER ON WALL AT SAME AREA, ROACHES ON WALLS ABOVE THREE COMPARTMENT SINK  IN REAR PREP AREA. 6 ROACHES BEHIND THE COOKING EQUIPMENT IN THE KITCHEN. NEED TO REMOVE,CLEAN AND SANITIZE AREAS MENTIONED. FOUND  OVER 100 LIVE SMALL FLIES AT REAR STORAGE INSIDE THE  FRESH GINGER BAG, ON WALLS AND AROUND MOP SINK AT SAME MENTIONED AREA. MUST ELIMINATE ALL PEST ACTIVITY. WASH, RINSE AND SANITIZE EQUIPMENT AND SURFACES. HAVE PREMISES SERVICED BY PEST CONTROL COMPANY. 
CRITICAL VIOLATION: 7-38-020. | 2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: PREP COOLER IN KITCHEN NOT MAINTAINING ADEQUATE AIR TEMP PRESENTLY 50.2F AND INSIDE THE BOTTOM PART 46.0F. THEIR OWN THERMOMETER SHOWED TEMPERATURE OF 46F.POTENTIALLY HAZARDOUS FOOD WAS STORED INSIDE THE UNIT: COOKED BEEF,CRAB IMITATION,TENDONS ETC. COLD FOOD MUST MAINTAIN TEMP OF 40F AND BELOW. NEED TO REPAIR CAUSE. 
CRITICAL VIOLATION:7-38-005(A) | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOOD AT IMPROPER TEMPERATURE: 1# OF COOKED MEAT/TENDONS AT TEMP OF 55F; 1# OF COOKED MUSHROOM AT TEMP OF 53.6F; 1# OF IMITATION CRAB AT TEMP OF 51.1F; 3# OF COOKED BEEF AT TEMP OF 50.7F.FOOD WAS STORED INSIDE THE PREP COOLER IN THE KITCHEN.COLD FOOD MUST MAINTAIN TEMP OF 40F AND BELOW.FOOD DISCARDED AND DENATURED.
CRITICAL VIOLATION:7-38-005(A) | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: POOR HYGIENIC PRACTICES:WE
 (SANITARIAN) OBSERVED ONE EMPLOYEE KILLING ROACHES WITH  BARE HANDS AND WIPING CLOTH AND WITHOUT WASHING HANDS RINSED THE SAID CLOTH UNDER RUNNING WATER AT THREE COMPARTMENT SINK AND THAN WIPED SURFACE OF THE CUTTING BOARD AND PREP TABLE.THE COOK WITH GLOVED HANDS CHOPPED COOKED MEAT AND CONSTANTLY TOUCHING  NON FOOD SURFACE SUCH AS DIRTY REACH-IN HANDLES,CONTAINERS WIPING KNIFE AT DIRTY DRY LINEN AND THAN GOING BACK AND HANDLING CUT MEAT.NO HAND WASHING NOR REMOVAL OF FOOD GLOVES.OBSERVED EMPLOYEE  COMING BACK IN THE KITCHEN FROM FRONT STORAGE, HANDLING LETTUCE FROM PREP COOLER TO SERVING DISH WITHOUT HAND WASHING NOR GLOVED HANDS.INSTRUCTED TO WASH HANDS AND GLOVE HANDS ANY TIME  THAT READY TO EAT FOOD IS HANDLED.
CRITICAL VIOLATION:7-38-010(A) | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO PAPER TOWELS PROVIDED AT EXPOSED HAND SINK IN THE KITCHEN. PAPER TOWELS PROVIDED UPON MY REQUEST.
CRITICAL VIOLATION:7-38-030 | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD NOT PROPERLY STORED.FOUND CUT FRESH VEGETABLE IN WATER STORED UNDER THE THREE COMPARTMENT SINK IN PREP AREA. RAW EGGS STORED ON TOP OPENED CONTAINER WITH READY TO EAT FOOD:CUT VEGETABLE,FLOUR DOUGH ETC. FOUND COOKED BEEF/BONES FOR SOUP STORED INSIDE THE WHITE CHEST FREEZER WITHOUT ANY PROTECTION/COVERING MIXED WITH ICE BUILD-UP.INSTRUCTED FOOD MUST BE ELEVATED 6'OFF THE FLOOR,MUST USE FOOD BAGS,OR FOOD CONTAINER WITH LIDS AND RAW FOOD MUST BE STORED UNDER THE COOKED FOOD.
SERIOUS VIOLATION:7-38-005(A) | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED GROCERY BAGS USED FOR FOOD STORAGE CONTAINERS IN CHEST FREEZERS. INSTRUCTED TO USE PROPER FOOD GRADE CONTAINER. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED FOILS, NEWS PAPERS, AND CARDBOARD USED FOR LINING ON SHELVES ABOVE HAND-SINK IN COOK LINE, IN FOOD PREP AREA, AND IN BARD AREA. INSTRUCTED TO REMOVE.
OBSERVED FOOD AND DEBRIS ON WORN RUBBER GASKET IN REACH-IN COOLER. INSTRUCTED TO REPAIR/REPLACE AND MAINTAIN. OBSERVED TWO CHEST FREEZERS AND FOOD ITEMS STORED UNDER WASTE PIPES IN BASEMENT. INSTRUCTED REMOVE/RELOCATE ITEMS FROM UNDER WASTE PIPES. OBSERVED RUSTY SHELF INSIDE REACH-IN COOLER IN COOK LINE. INSTRUCTED TO REPAINT/REPAIR. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED INTERIOR AND EXTERIOR OF COOKING EQUIPMENT IN COOK LINE HAD FOOD AND DEBRIS WITH EXCESSIVE GREASE BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN.
OBSERVED FOOD AND DEBRIS ON EXTERIOR OF BULK CONTAINERS IN FOOD PREPAREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED RUSTY AND CHIPPED WALK-IN FLOOR. INSTRUCTED TO REPAIR/REPAINT. OBSERVED OPENINGS AND HOLES UNDER COOKING EQUIPMENT IN COOK LINE AND UNDER THREE COMPARTMENT SINK (2) COMPARTMENT. INSTRUCTED TO REPAIR AND SEAL TO PREVENT FOR PEST HARBORAGE. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED FOOD SPLASH AND DEBRIS OVER REACH-IN COOLER NEAR WATER HEATER, BEHIND FOOD PREP TABLES, AND BEHIND 3 COMPARTMENT SINK (2). INSTRUCTED TO CLEAN AND MAINTAIN WALLS THROUGH-OUT.
OBSERVED CEILING TILES IN UTILITY ROOM IN POOR REPAIR; CARDBOARD USED AS CEILING TILES. INSTRUCTED TO REPAIR/REPLACE. BROKEN/CRACKED CEMENT ALONG WALL-FLOOR JUNCTION BEHIND COOKING EQUIPMENT. MUST REPAIR. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED EXCESSIVE DEAD INSECT INSIDE LIGHT SHIELD ABOVE FOOD PREP TABLE. INSTRUCTED TO CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED UNNECESSARY ARTICLES ON PREMISES IN REAR DINING AREA AND IN BASEMENT. INSTRUCTED TO ELIMINATE UNNECESSARY ARTICLES AND ELEVATE ALL FOOD PRODUCTS 6 INCH OFF THE FLOOR IN BASEMENT, IN REAR DINING AREA AND IN FOOD PREP AREA. INSTRUCTED TO ORGANIZE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO ADEQUATE HAND SINK IN FRONT BEVERAGE PREP AREA. INSTRUCTED TO INSTALL HAND SINK.  ",41.97316728,-87.65743782,"(41.97316727673406, -87.65743782380991)"
2079073,CARNICERIA RUIZ INC,CARNICERIA RUIZ INC,31999,Grocery Store,Risk 1 (High),3001 N KEDZIE AVE ,CHICAGO,IL,60618,8/25/2017,Canvass,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: INSTRUCTED MANAGER ALL FOOD HANDLERS MUST BE CERTIFIED WITH NAMES OF EMPLOYEES ON PREMISES. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PRODUCE REACH IN COOLER LIGHT BULB NOT COVERED/PROTECTED (FAR RIGHT SIDE LIGHT BULB). INSTRUCTED MANAGER MUST PROVIDE LIGHT COVER WITH END CAP FOR SAID LIGHT BULB. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: DISHWASH 3-COMPARTMENT SINK GREASE TRAP COVER RUSTED. INSTRUCTED MANAGER TO PAINT GREASE TRAP COVER.",41.93579157,-87.70738433,"(41.935791573062026, -87.70738433276505)"
2079069,CHICAGO KALBI INC,CHICAGO KALBI,36111,Restaurant,Risk 1 (High),3752 W LAWRENCE AVE ,CHICAGO,IL,60625,8/25/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Bulk food containers in kitchen are not labeled.Instructed to label bulk foods not in original containers and maintain.

Cooked/prepared foods out of original containers must have proper label and date when foods are held over 24 hours and maintain. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Rusts on shelvings inside the walk-in-cooler.Instructed to replace/repair using a non-toxic finish and maintain.
Ice accumulations inside the chest freezers.Instructed to remove ice accumulations in chest freezers and maintain. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Small water leak at water line near the toilet bowl in womens bathroom.Instructed to repair plumbing leak and maintain. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Broken floor tiles in front of the 2 compartment sink in kitchen area.Instructec to replace  broken floor tiles and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Broken wall tiles beneath the dishwashing machine area.Instructed to repair and and maintain to smooth,easily cleanable surfaces.
Replace water stained ceiling tiles near the exit door at kitchen area and maintain.",41.96840867,-87.72276878,"(41.96840866874903, -87.72276877956554)"
2052309,FULL SHILLING,FULL SHILLING,32813,Restaurant,Risk 1 (High),3724-3726 N CLARK ST ,CHICAGO,IL,60613,8/25/2017,Short Form Complaint,Fail,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO EXPOSED HAND SINK AT SOUTH BAR. MUST PROVIDE. FOUND NO BACKFLOW PREVENTION DEVICES AT WATERLINES FOR ICE MACHINE AND BAG IN A BOX MACHINE. MUST PROVIDE.  
 | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND EVIDENCE OF MICE AT PREMISES. OBSERVED ABOUT 40 MOUSE DROPPINGS AT BASEMENT ALONG WALLS. SERIOUS VIOLATION.7-38-020. MUST CLEAN ALL FLOORS. ELIMINATE MOUSE DROPPINGS. ALSO, MUST NOTIFY PEST CONTROL OPERATOR.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT BASEMENT. MUST CLEAN AND SANITIZE.",41.94970619,-87.65870141,"(41.94970619451691, -87.65870141348526)"
2079072,SUBWAY,SUBWAY,1516132,Restaurant,Risk 1 (High),4735 S CICERO AVE ,CHICAGO,IL,60632,8/25/2017,Complaint,Pass,,41.80657206,-87.74297702,"(41.80657206439343, -87.74297701818755)"
2079065,JEFFERY BIG MARKET INC.,JEFFERY BIG MARKET INC.,2374658,Grocery Store,Risk 2 (Medium),2016 E 71 ST ST ,CHICAGO,IL,60649,8/25/2017,Complaint,Pass w/ Conditions,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: INADEQUATE FOOD PROTECTION OF FOODS. OBSERVED  2-FLY STRIPS WITH FLIES ATTACHED ABOVE FOOD PREPARATION  AREA WHERE FOOD,  IS BEING HANDLED. INSTRUCTED THAT FLY STRIPS NOT ALLOWED ABOVE FOOD PREPARATION AREAS.EMPLOYEE REMOVED ALL FLY STIPS-CDI. SERIOUS VIOLATION 7-38-005A | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD MANAGER ON SITE WHEN HANDLING POTENTIALLY HAZARDOUS FOODS, ( GROUND BEEF, CHICKEN) SERIOUS VIOLATION 7-38-012.",41.76635856,-87.57556713,"(41.76635856343218, -87.57556713119926)"
2079063,KATHERINE  ANNE  CONFECTIONS,KATHERINE  ANNE  CONFECTIONS,2247022,Bakery,Risk 1 (High),2745 W ARMITAGE AVE ,CHICAGO,IL,60647,8/25/2017,Canvass,Pass,"37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: OBSERVED TOILET ROOM DOOR NOT SELF CLOSING. MUST PROVIDE A SELF CLOSING DEVICE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: EXPOSED HANDWASHING SINK DRAINING SLOW IN FOOD PREPARATION AREA. MUST REPAIR AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED DIRT AND DEBRIS ON THE BOTTOM SURFACES OF UPRIGHT FREEZER LOCATED ON BASEMENT. MUST CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED DIRT ON FLOOR IN REAR UTILITY ROOM AROUND MOP SINK. MUST CLEAN AND MAINTAIN.",41.91738631,-87.69658543,"(41.917386311482865, -87.69658543262949)"
2079062,NANCY'S HOME OF STUFFED PIZZA,NANCY'S HOME OF STUFFED PIZZA,7778,Restaurant,Risk 1 (High),2930 N BROADWAY ,CHICAGO,IL,60657,8/25/2017,Canvass Re-Inspection,Fail,"14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: NOTED THE FOLLOWING PREVIOUS SERIOUS VIOLATION FROM INSPECTION REPORT #2078672 DATED 8/18/2017 NOT CORRECTED:-#24) NOTED 3 COMPARTMENT SINK AT THE REAR PREP/DRY STORAGE AREA NOT MAINTAINED. NOTED WATER BACKING UP WITH DIRT, FOOD PARTICLES AND GREASE INTO THE 2 OF 3 COMPARTMENT SINK WHEN WATER IS FILLED INTO THE MIDDLE SINK AND RELEASED. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.
CRITICAL VIOLATION #7-42-090 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED TORN RUBBER GASKET AT THE DOOR OF REFRIGERATION UNIT AT THE FRONT PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN....NOTED RUSTY SHELVES INSIDE WALK IN COOLER. INSTRUCTED TO CLEAN, REPAINT WITH NON TOXIC FOOD GRADE PAINT AND MAINTAIN. CAN OPENER IMPROPERLY INSTALLED ON REAR STAIR STEP. MUST RELOCATE CAN OPENER TO A PROPER, PROTECTED SPACE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: NOTED DIRTY SHELVES INSIDE WALK IN COOLER. INSTRUCTED TO CLEAN AND MAINTAIN....NOTED THICK GREASE ACCUMULATION INSIDE ELECTRICAL UNIT OF DEEP FRYER. INSTRUCTED TO CLEAN AND MAINTAIN.....MUST UPGRADE HOUSE KEEPING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS ALONG WALL BASE AND UNDERNEATH EQUIPMENT ESPECIALLY AT THE KITCHEN PREP AREA AND THROUGHOUT THE REAP PREP/DRY STORAGE....NOTED DEEP CRACKS ON FLOORS THROUGH OUT THE REAR PREP/DRY STORAGE. INSTRUCTED TO REPAIR AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED HEAVY DUST ACCUMULATION INSIDE THE HOOD OF THE PIZZA OVEN AT THE FRONT PREP AREA. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN...NOTED MULTIPLE HOLES AND OPENING THROUGHOUT THE REAR PREP AREA. MUST SEAL AND MAINTAIN ALL HOLES AND OPENINGS TO PREVENT HIDING PLACES FOR PEST....MUST DETAIL CLEAN, MAINTAIN AND/OR REPLACE STAINED CEILING TILES THROUGH OUT THE REAR PREP DRY STORAGE AREA. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NOTED HEAVY CLUTTER THROUGH OUT THE REAR PREP/DRY STORAGE AREA. INSTRUCTED TO DETAIL CLEAN, ORGANIZE AND/OR REMOVE ALL UNNECESSARY ARTICLES INCLUDING PROVIDING A DESIGNATED AREA FOR EMPLOYEE BELONGS TO PREVENT HIDING PLACES FOR PEST. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: WASTE WATER LEAKING FROM 3 COMPARTMENT SINK GREASE TRAP ONTO FLOOR IN FOOD PREP/UTENSIL WASHING ROOM. SERIOUS VIOLATION. 7-38-030. MUST REPAIR AND MAINTAIN GREASE TRAP.",41.93581018,-87.64440388,"(41.93581017530379, -87.64440388380982)"
2079058,MI TIENDITA QUICK MART,MI TIENDITA QUICK MART,2551388,Grocery Store,Risk 3 (Low),6832 S PULASKI RD ,CHICAGO,IL,60629,8/25/2017,License,Pass,,41.76854243,-87.72265097,"(41.76854242869299, -87.72265097306352)"
2079056,KAMAYAN EXPRESS,KAMAYAN EXPRESS,2412016,Restaurant,Risk 1 (High),5131 N DAMEN AVE ,CHICAGO,IL,60625,8/25/2017,Canvass,No Entry,,41.97571673,-87.67924581,"(41.97571673235794, -87.67924580841124)"
2079054,CHARLIES  SUPERMARKET INC.,CHARLIE'S,1441898,Grocery Store,Risk 1 (High),2941 W MONTROSE AVE ,CHICAGO,IL,60618,8/25/2017,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE WORKING STOPPERS (X3) FOR 3-COMPARTMENT SINK. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD DEBRIS ON MEAT SLICER. INSTRUCTED MANAGER MUST WASH AND SANITIZE MEAT SLICER AFTER ALL USES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST RAISE FRONT ENTRANCE/EXIT DOOR THRESHOLD. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO THERMOMETER INSIDE COKE COLA REACH IN COOLER. INSTRUCTED MANAGER TO PROVIDE THERMOMTER INSIDE COOLER.",41.96111443,-87.70258694,"(41.961114426323554, -87.70258693864628)"
2079051,MARY CRANE LEAGUE,MARY CRANE LEAGUE,2245628,Daycare Combo 1586,Risk 1 (High),2905 N LEAVITT ST ,CHICAGO,IL,60618,8/25/2017,Canvass,No Entry,,41.93428042,-87.68290782,"(41.934280416256804, -87.68290782429251)"
2079046,SIAM COUNTRY,SIAM COUNTRY,1768994,Restaurant,Risk 1 (High),4637 N DAMEN AVE ,CHICAGO,IL,60625,8/25/2017,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Observed a small water leak at drain pipe beneath the dishwashing 3 compartment sink.Instructed to repair plumbing leak and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed walls behind cooking equipments,kitchen hood/filters with grease build-up.Instructed to detail clean all grease build up in these areas and replace water stained ceiling tiles in kitchen and maintain. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Observed multi-use kitchen utensils not properly stored(handles-up).Instructed to properly store and invert all multi-use kitchen utensils to prevent contamination before use and maintain.",41.96623164,-87.67896609,"(41.96623164391727, -87.67896608867449)"
2079048,MR. HOT ONE INC.,MR. HOT ONE,2483654,Restaurant,Risk 2 (Medium),2006 W 63RD ST ,CHICAGO,IL,60636,8/25/2017,Complaint,Pass w/ Conditions,"45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER REQUIREMENTS NOT MET. INSTD TO MEET MINIMUM REQUIREMENTS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: FRYER DOOR IN POOR REPAIR, OFF HINGES. INSTD TO REPAIR AND MAINTAIN. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: WIPING CLOTHS IMPROPERLY STORED. INSTD TO STORE IN SANITIZING SOLUTION. | 28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: INSPECTION REPORT SUMMARY REPORT NOT POSTED OR VISIBLE TO CUSTOMERS. INSTD TO POST AND HAVE VISIBLE AT ALL TIMES. VIOLATION 7-42-010B SERIOUS. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD NOT PROTECTED DURING STORAGE AND  PREPARATION. OBSERVED 5 FLY STRIPS HANGING FROM CEILING WITH DEAD FLIES IN PREP AREA AND DISHWASHING AREA. INSTD TO UTILIZE PROPER CONTROL PEST CONTROLS MEASURES. VIOLATION 7-38-005A SERIOUS.",41.77942124,-87.67424151,"(41.7794212392915, -87.67424150977281)"
2079044,NATURE FOUNTAIN HEALTH,NATURE FOUNTAIN HEALTH,2516912,Restaurant,Risk 2 (Medium),3418 W ARMITAGE AVE ,CHICAGO,IL,60647,8/25/2017,License Re-Inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: CORRECTED. PREMISES HAS PROVIDE ADEQUATE REFRIGERATION UNITS. | 16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: CORRECTED. PREMISES HAS PROVIDED BARRIER FROM FRONT SERVICE AREA ENTRANCE LEADING TO FOOD PREP AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED.",41.91744251,-87.71271523,"(41.91744251163329, -87.71271522990548)"
2079041,"NARY'S GRILL & PIZZA ,INC.","NARY'S GRILL & PIZZA, INC.",2551263,Restaurant,Risk 1 (High),4230 S ARCHER AVE ,CHICAGO,IL,60632,8/25/2017,License,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED ONE CRACKED LIGHT SHIELD OVER PIZZA OVEN, INSTRUCTED TO REPLACE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE INTERIOR OF THE MICROWAVE NOT CLEAN, INSTRUCTED TO CLEAN.",41.81659663,-87.70039261,"(41.81659663170266, -87.70039260516799)"
